samp_name	biosamples_accession	sample_alt_lab_ids	source_mat_id	tissue_type	molecular_sex	molecular_sex_reference	samp_taxon_common	samp_taxon_ID	specific_host	latitude	longitude	geo_loc_name	site_name	sample_age	sample_age_upper	sample_age_lower	sample_age_inference_methods	c14_age	c14_age_sd	c14_lab_code	sample_age_reference	sample_age_notes	nuclear_sequencing_platform	nuclear_library_strategy	nuclear_depth_of_coverage	nuclear_damage_treatment	nuclear_lib_strandedness	nuclear_reference	mt_sequencing_platform	mt_library_strategy	mt_targeted_region	mt_depth_of_coverage	mt_damage_treatment	mt_lib_strandedness	mt_accession	mt_reference	curator_comments	curated_by	curation_complete
ELS4				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	34.69674	112.695997	China	Erlitou	3900	4050	3750	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	tRNApro and control region	not applicable	none	not applicable	DQ401039	https://doi.org/10.1016/j.jas.2006.10.020		Laura; Dani Kitaygorodskiy	
ELS5				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	34.69674	112.695997	China	Erlitou	3900	4050	3750	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	tRNApro and control region	not applicable	none	not applicable	DQ401040	https://doi.org/10.1016/j.jas.2006.10.020		Laura; Dani Kitaygorodskiy	
ELS6				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	34.69674	112.695997	China	Erlitou	3900	4050	3750	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	tRNApro and control region	not applicable	none	not applicable	DQ401041	https://doi.org/10.1016/j.jas.2006.10.020		Laura; Dani Kitaygorodskiy	
ELS7				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	34.69674	112.695997	China	Erlitou	3900	4050	3750	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	tRNApro and control region	not applicable	none	not applicable	DQ401042	https://doi.org/10.1016/j.jas.2006.10.020		Laura; Dani Kitaygorodskiy	
ELS8				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	34.69674	112.695997	China	Erlitou	3900	4050	3750	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	tRNApro and control region	not applicable	none	not applicable	DQ401043	https://doi.org/10.1016/j.jas.2006.10.020		Laura; Dani Kitaygorodskiy	
DK1_01				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236315	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_02				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236316	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_04				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236317	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_05				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236318	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_06				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236319	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_07				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236320	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_08				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236321	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_09				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236322	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_11				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236324	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_15				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236327	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_17				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236328	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_18				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236329	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_20				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236330	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_23				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236331	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_24				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236332	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DK1_53				mandible, UBERON:0001684	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	-34.533333	19.366667	South Africa	Die Kelders 1	1206.5	1320	1093							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	missing	AMPLICON	Control	not applicable	none	not applicable	HM236334	https://doi.org/10.1016/j.jas.2010.06.035		Laura; Dani Kitaygorodskiy	
DSQS1				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	42.05249	118.662436	China	Dashanqian	3700	3950	3450	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	D-loop	not applicable	none	not applicable	GQ150181	https://doi.org/10.1016/j.jas.2010.11.019		Laura; Dani Kitaygorodskiy	
DSQS2				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	42.05249	118.662436	China	Dashanqian	3700	3950	3450	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	D-loop	not applicable	none	not applicable	GQ150182	https://doi.org/10.1016/j.jas.2010.11.019		Laura; Dani Kitaygorodskiy	
DSQS3				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	42.05249	118.662436	China	Dashanqian	3700	3950	3450	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	D-loop	not applicable	none	not applicable	GQ150183	https://doi.org/10.1016/j.jas.2010.11.019		Laura; Dani Kitaygorodskiy	
DSQS4				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	42.05249	118.662436	China	Dashanqian	3700	3950	3450	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	D-loop	not applicable	none	not applicable	GQ150184	https://doi.org/10.1016/j.jas.2010.11.019		Laura; Dani Kitaygorodskiy	
DSQS5				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	42.05249	118.662436	China	Dashanqian	3700	3950	3450	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	D-loop	not applicable	none	not applicable	GQ150185	https://doi.org/10.1016/j.jas.2010.11.019		Laura; Dani Kitaygorodskiy	
DSQS6				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	42.05249	118.662436	China	Dashanqian	3700	3950	3450	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	D-loop	not applicable	none	not applicable	GQ150186	https://doi.org/10.1016/j.jas.2010.11.019		Laura; Dani Kitaygorodskiy	
TS01				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	35.890603	111.497172	China	Taosi	4150	4450	3850	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	D-loop	not applicable	none	not applicable	GQ150173	https://doi.org/10.1016/j.jas.2010.11.019		Laura; Dani Kitaygorodskiy	
CNS1				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	37.129533	101.545513	China	Changning	3900	4150	3650	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	D-loop	not applicable	none	not applicable	GQ150174	https://doi.org/10.1016/j.jas.2010.11.019; https://doi.org/10.1007/s41826-018-0018-z		Laura; Dani Kitaygorodskiy	
CNS10				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	37.129533	101.545513	China	Changning	3900	4150	3650	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	D-loop	not applicable	none	not applicable	GQ150180	https://doi.org/10.1016/j.jas.2010.11.019; https://doi.org/10.1007/s41826-018-0018-z		Laura; Dani Kitaygorodskiy	
CNS3				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	37.129533	101.545513	China	Changning	3900	4150	3650	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	D-loop	not applicable	none	not applicable	GQ150175	https://doi.org/10.1016/j.jas.2010.11.019; https://doi.org/10.1007/s41826-018-0018-z		Laura; Dani Kitaygorodskiy	
CNS4				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	37.129533	101.545513	China	Changning	3900	4150	3650	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	D-loop	not applicable	none	not applicable	GQ150176	https://doi.org/10.1016/j.jas.2010.11.019; https://doi.org/10.1007/s41826-018-0018-z		Laura; Dani Kitaygorodskiy	
CNS5				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	37.129533	101.545513	China	Changning	3900	4150	3650	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	D-loop	not applicable	none	not applicable	GQ150177	https://doi.org/10.1016/j.jas.2010.11.019; https://doi.org/10.1007/s41826-018-0018-z		Laura; Dani Kitaygorodskiy	
CNS7				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	37.129533	101.545513	China	Changning	3900	4150	3650	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	D-loop	not applicable	none	not applicable	GQ150178	https://doi.org/10.1016/j.jas.2010.11.019; https://doi.org/10.1007/s41826-018-0018-z		Laura; Dani Kitaygorodskiy	
CNS8				calcareous tooth, UBERON:0001091	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	37.129533	101.545513	China	Changning	3900	4150	3650	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	CAPILLARY	AMPLICON	D-loop	not applicable	none	not applicable	GQ150179	https://doi.org/10.1016/j.jas.2010.11.019; https://doi.org/10.1007/s41826-018-0018-z		Laura; Dani Kitaygorodskiy	
KNK 1950x776(a)				hair	missing	not applicable	Sheep	9940.0	Ovis, Ovis aries	64.109796	-50.074313	Greenland	GUS	750	950	550	stratigraphic inference						not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	ILLUMINA	WGS	complete	20,16	none	double	KY786037	https://doi.org/10.1016/j.jasrep.2017.06.043		Laura; Dani Kitaygorodskiy	
BH11				missing	missing					40.302772	29.608984	Turkey	Barcın Höyük	8200	8250	8150							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Sanger sequencing with Refgen Inc.??	AMPLICON	control region (CR)	not applicable	none	not applicable	-	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
BH12				missing	missing					40.302772	29.608984	Turkey	Barcın Höyük	8200	8250	8150							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321232	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
BH14				missing	missing					40.302772	29.608984	Turkey	Barcın Höyük	8200	8250	8150							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321233	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
BH15				missing	missing					40.302772	29.608984	Turkey	Barcın Höyük	8400	8450	8350							ILLUMINA	WGS	8.9e-05	none	double	https://doi.org/10.1038/s42003-021-02794-8		WGS		0.0126			MT321234	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
BH16				missing	missing					40.302772	29.608984	Turkey	Barcın Höyük	8200	8250	8150							not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		AMPLICON	control region (CR)	not applicable	none	not applicable	MT321235	https://doi.org/10.1038/s42003-021-02794-8		Laura; Dani Kitaygorodskiy	
